#Gn	Domain	Start	End	Eval
ZNF679	zf-H2C2	367	390	6.1e-08
ZNF679	zf-H2C2	395	411	0.0064
ZNF680	KRAB	12	53	3.7e-23
ZNF680	zf-C2H2	182	204	0.041
ZNF680	zf-C2H2	182	204	3.2e-05
ZNF680	zf-C2H2	210	232	0.044
ZNF680	zf-C2H2	238	260	0.0053
ZNF680	zf-C2H2	238	260	0.1
ZNF680	zf-C2H2	238	260	1.4e-05
ZNF680	zf-C2H2	266	288	0.18
ZNF680	zf-C2H2	294	316	0.024
ZNF680	zf-C2H2	294	316	0.16
ZNF680	zf-C2H2	322	344	0.0027
ZNF680	zf-C2H2	322	344	0.016
ZNF680	zf-C2H2	322	344	5.3e-05
ZNF680	zf-C2H2	350	372	0.0037
ZNF680	zf-C2H2	350	372	0.017
ZNF680	zf-C2H2	350	372	3.4e-05
ZNF680	zf-C2H2	378	400	0.014
ZNF680	zf-C2H2	378	400	3.8e-07
ZNF680	zf-C2H2	406	428	0.0064
ZNF680	zf-C2H2	406	428	6e-05
ZNF680	zf-C2H2	434	456	0.012
ZNF680	zf-C2H2	434	456	0.16
ZNF680	zf-C2H2	490	512	0.0046
ZNF680	zf-C2H2	490	512	2.8e-06
ZNF680	zf-H2C2	170	191	0.015
ZNF680	zf-H2C2	196	218	2.3e-05
ZNF680	zf-H2C2	225	248	2.1e-07
ZNF680	zf-H2C2	253	276	1.4e-05
ZNF680	zf-H2C2	281	304	1.2e-07
ZNF680	zf-H2C2	309	332	8.4e-08
ZNF680	zf-H2C2	336	360	1.8e-09
ZNF680	zf-H2C2	364	387	1.2e-08
ZNF680	zf-H2C2	392	416	4.7e-10
ZNF680	zf-H2C2	420	444	1.9e-06
ZNF680	zf-H2C2	449	471	0.00024
ZNF680	zf-H2C2	477	500	1.2e-05
ZNF680	zf-H2C2	504	529	0.0017
ZNF681	KRAB	4	44	6.6e-21
ZNF681	zf-C2H2	198	220	0.0025
ZNF681	zf-C2H2	226	245	0.089
ZNF681	zf-C2H2	314	332	0.0043
ZNF681	zf-C2H2	338	360	0.018
ZNF681	zf-C2H2	338	360	8.8e-06
ZNF681	zf-C2H2	366	388	0.082
ZNF681	zf-C2H2	366	388	2.9e-05
ZNF681	zf-C2H2	394	416	0.046
ZNF681	zf-C2H2	394	416	2.1e-05
ZNF681	zf-C2H2	422	444	0.00064
ZNF681	zf-C2H2	450	472	0.00084
ZNF681	zf-C2H2	450	472	0.042
ZNF681	zf-C2H2	450	472	1.4e-05
ZNF681	zf-C2H2	478	500	0.00063
ZNF681	zf-C2H2	478	500	0.092
ZNF681	zf-C2H2	506	528	0.15
ZNF681	zf-C2H2	506	528	8.6e-05
ZNF681	zf-C2H2	534	556	0.0002
ZNF681	zf-C2H2	562	584	0.01
ZNF681	zf-C2H2	562	584	2.1e-06
ZNF681	zf-C2H2	590	612	0.036
ZNF681	zf-C2H2	590	612	4.4e-05
ZNF681	zf-H2C2	184	208	0.17
ZNF681	zf-H2C2	214	236	0.0083
ZNF681	zf-H2C2	271	292	0.0031
ZNF681	zf-H2C2	324	348	4.6e-09
ZNF681	zf-H2C2	352	376	1.9e-08
ZNF681	zf-H2C2	380	404	1.1e-07
ZNF681	zf-H2C2	408	432	4.6e-08
ZNF681	zf-H2C2	436	460	7.4e-07
ZNF681	zf-H2C2	464	488	3.6e-09
ZNF681	zf-H2C2	493	515	1.5e-06
ZNF681	zf-H2C2	521	545	4.5e-08
ZNF681	zf-H2C2	548	572	2.9e-07
ZNF681	zf-H2C2	576	600	5.6e-10
ZNF682	KRAB	4	44	2.3e-22
ZNF682	zf-C2H2	202	223	0.031
ZNF682	zf-C2H2	229	251	0.0014
ZNF682	zf-C2H2	229	251	0.078
ZNF682	zf-C2H2	285	307	0.25
ZNF682	zf-C2H2	285	307	5.1e-05
ZNF682	zf-C2H2	313	335	0.17
ZNF682	zf-C2H2	313	335	7.7e-05
ZNF682	zf-C2H2	341	363	0.011
ZNF682	zf-C2H2	341	363	0.13
ZNF682	zf-C2H2	369	391	0.098
ZNF682	zf-C2H2	369	391	2.9e-05
ZNF682	zf-C2H2	425	447	0.023
ZNF682	zf-C2H2	425	447	7.7e-05
ZNF682	zf-C2H2	453	473	0.058
ZNF682	zf-C2H2	453	473	7.1e-05
ZNF682	zf-H2C2	166	184	0.0029
ZNF682	zf-H2C2	187	211	0.021
ZNF682	zf-H2C2	216	239	7.9e-09
ZNF682	zf-H2C2	243	266	2.4e-08
ZNF682	zf-H2C2	273	295	9.1e-08
ZNF682	zf-H2C2	299	324	1e-06
ZNF682	zf-H2C2	329	352	2e-08
ZNF682	zf-H2C2	356	380	2.4e-06
ZNF682	zf-H2C2	384	407	7.9e-09
ZNF682	zf-H2C2	412	435	1.2e-08
ZNF682	zf-H2C2	439	464	2e-06
ZNF683	zf-C2H2	322	344	0.0021
ZNF683	zf-C2H2	322	344	1.3e-06
ZNF683	zf-C2H2	350	372	0.0019
ZNF683	zf-C2H2	402	420	0.003
ZNF683	zf-H2C2	336	361	2.5e-07
ZNF683	zf-H2C2	364	381	0.24
ZNF683	zf-H2C2	412	436	1.1e-05
ZNF684	KRAB	7	48	4.8e-24
ZNF684	zf-C2H2	159	181	0.00076
ZNF684	zf-C2H2	159	181	0.014
ZNF684	zf-C2H2	187	209	0.025
ZNF684	zf-C2H2	187	209	8.2e-06
ZNF684	zf-C2H2	215	237	1.1e-05
ZNF684	zf-C2H2	243	265	0.0035
ZNF684	zf-C2H2	243	265	0.0068
ZNF684	zf-C2H2	271	293	0.00053
ZNF684	zf-C2H2	271	293	0.0066
ZNF684	zf-C2H2	271	293	0.018
ZNF684	zf-C2H2	299	321	0.014
ZNF684	zf-C2H2	299	321	0.14
ZNF684	zf-C2H2	327	349	0.001
ZNF684	zf-C2H2	327	349	0.034
ZNF684	zf-C2H2	355	377	0.01
ZNF684	zf-C2H2	355	377	1.8e-06
ZNF684	zf-H2C2	174	197	1.8e-05
ZNF684	zf-H2C2	201	224	3.6e-05
ZNF684	zf-H2C2	230	253	6.6e-09
ZNF684	zf-H2C2	258	281	0.00012
ZNF684	zf-H2C2	285	310	4.2e-09
ZNF684	zf-H2C2	314	336	1.2e-07
ZNF684	zf-H2C2	341	365	6.4e-08
ZNF687	zf-C2H2	1134	1159	3e-14
ZNF687	zf-C2H2	1201	1222	0.012
ZNF687	zf-C2H2	533	551	0.0097
ZNF687	zf-C2H2	827	849	0.19
ZNF687	zf-C2H2	964	986	0.25
ZNF687	zf-C2H2	995	1016	0.0069
ZNF688	KRAB	26	66	1.4e-21
ZNF688	zf-C2H2	183	205	6.2e-06
ZNF688	zf-H2C2	198	222	8.1e-07
ZNF689	KRAB	30	69	9.2e-20
ZNF689	zf-C2H2	151	168	0.13
ZNF689	zf-C2H2	177	199	0.0011
ZNF689	zf-C2H2	177	199	2.8e-06
ZNF689	zf-C2H2	205	227	0.00018
ZNF689	zf-C2H2	205	227	0.0031
ZNF689	zf-C2H2	233	255	0.0006
ZNF689	zf-C2H2	233	255	0.048
ZNF689	zf-C2H2	261	283	0.022
ZNF689	zf-C2H2	261	283	5.4e-05
ZNF689	zf-C2H2	289	311	0.00038
ZNF689	zf-C2H2	317	339	0.0013
ZNF689	zf-C2H2	317	339	5.2e-05
ZNF689	zf-C2H2	373	395	0.018
ZNF689	zf-C2H2	373	395	8.1e-06
ZNF689	zf-C2H2	401	423	0.15
ZNF689	zf-C2H2	401	423	7.4e-05
ZNF689	zf-C2H2	429	451	0.00023
ZNF689	zf-C2H2	429	451	0.047
ZNF689	zf-C2H2	457	476	0.064
ZNF689	zf-H2C2	192	215	0.0025
ZNF689	zf-H2C2	219	243	2.8e-06
ZNF689	zf-H2C2	248	271	9.8e-07
ZNF689	zf-H2C2	279	299	3.8e-06
ZNF689	zf-H2C2	303	327	2.8e-07
ZNF689	zf-H2C2	332	355	4.9e-05
ZNF689	zf-H2C2	361	383	3.7e-06
ZNF689	zf-H2C2	390	411	0.0085
ZNF689	zf-H2C2	416	439	1.2e-06
ZNF689	zf-H2C2	443	466	0.00056
ZNF691	zf-C2H2	115	137	0.0016
ZNF691	zf-C2H2	115	137	0.016
ZNF691	zf-C2H2	115	137	6e-06
ZNF691	zf-C2H2	143	165	0.015
ZNF691	zf-C2H2	143	165	7.1e-06
ZNF691	zf-C2H2	171	193	0.006
ZNF691	zf-C2H2	171	193	1.7e-05
ZNF691	zf-C2H2	199	221	0.00093
ZNF691	zf-C2H2	199	221	2.5e-06
ZNF691	zf-C2H2	227	249	0.00079
ZNF691	zf-C2H2	227	249	0.011
ZNF691	zf-C2H2	255	277	0.00098
ZNF691	zf-C2H2	255	277	3.1e-05
ZNF691	zf-C2H2	283	305	0.00024
ZNF691	zf-C2H2	283	305	7.3e-07
ZNF691	zf-H2C2	129	153	4.7e-10
ZNF691	zf-H2C2	160	181	0.0011
ZNF691	zf-H2C2	185	209	1.1e-05
ZNF691	zf-H2C2	245	265	1.2e-05
ZNF691	zf-H2C2	272	293	4.6e-06
ZNF692	zf-C2H2	329	410	1.4e-05
ZNF692	zf-C2H2	418	439	0.0013
ZNF692	zf-C2H2	448	471	0.019
ZNF692	zf-C2H2	448	471	0.047
ZNF692	zf-H2C2	403	425	1.9e-05
ZNF692	zf-H2C2	431	458	0.035
ZNF695	KRAB	4	44	1.8e-24
ZNF695	zf-C2H2	268	290	0.0064
ZNF695	zf-C2H2	268	290	0.045
ZNF695	zf-C2H2	268	290	0.25
ZNF695	zf-C2H2	296	318	0.0018
ZNF695	zf-C2H2	296	318	0.13
ZNF695	zf-C2H2	324	346	0.039
ZNF695	zf-C2H2	324	346	0.15
ZNF695	zf-C2H2	324	346	5.1e-05
ZNF695	zf-C2H2	352	374	0.055
ZNF695	zf-C2H2	352	374	5.3e-06
ZNF695	zf-C2H2	380	402	0.0065
ZNF695	zf-C2H2	408	430	0.0043
ZNF695	zf-C2H2	436	458	0.0055
ZNF695	zf-C2H2	436	458	0.042
ZNF695	zf-C2H2	464	486	0.00017
ZNF695	zf-C2H2	464	486	0.048
ZNF695	zf-C2H2	492	514	0.021
ZNF695	zf-C2H2	492	514	4.1e-05
ZNF695	zf-H2C2	176	190	0.0024
ZNF695	zf-H2C2	204	222	2.7e-05
ZNF695	zf-H2C2	260	278	0.0066
ZNF695	zf-H2C2	283	306	2.4e-08
ZNF695	zf-H2C2	311	334	2.9e-06
ZNF695	zf-H2C2	339	362	2.1e-07
ZNF695	zf-H2C2	366	390	1.6e-08
ZNF695	zf-H2C2	395	418	5.1e-08
ZNF695	zf-H2C2	423	446	6.4e-09
ZNF695	zf-H2C2	451	474	1e-08
ZNF695	zf-H2C2	478	503	2.5e-06
ZNF696	zf-C2H2	125	147	0.23
ZNF696	zf-C2H2	153	175	2.6e-05
ZNF696	zf-C2H2	181	203	0.0001
ZNF696	zf-C2H2	181	203	0.1
ZNF696	zf-C2H2	209	231	0.00059
ZNF696	zf-C2H2	237	259	0.0047
ZNF696	zf-C2H2	265	287	0.0057
ZNF696	zf-C2H2	265	287	8.2e-06
ZNF696	zf-C2H2	293	315	0.036
ZNF696	zf-C2H2	293	315	2.9e-05
ZNF696	zf-C2H2	321	343	0.00054
ZNF696	zf-C2H2	321	343	0.2
ZNF696	zf-C2H2	349	371	0.00079
ZNF696	zf-C2H2	349	371	0.088
ZNF696	zf-H2C2	142	164	1.9e-06
ZNF696	zf-H2C2	168	191	9.5e-06
ZNF696	zf-H2C2	195	219	7.7e-09
ZNF696	zf-H2C2	226	248	4.8e-05
ZNF696	zf-H2C2	251	275	4.1e-08
ZNF696	zf-H2C2	279	303	9.8e-07
ZNF696	zf-H2C2	308	330	3.5e-06
ZNF696	zf-H2C2	338	358	9.8e-07
ZNF697	zf-C2H2	191	211	0.048
ZNF697	zf-C2H2	261	283	0.012
ZNF697	zf-C2H2	261	283	1.7e-05
ZNF697	zf-C2H2	291	311	0.013
ZNF697	zf-C2H2	317	339	0.00022
ZNF697	zf-C2H2	317	339	0.0039
ZNF697	zf-C2H2	353	375	0.041
ZNF697	zf-C2H2	353	375	1.5e-05
ZNF697	zf-C2H2	383	403	0.002
ZNF697	zf-C2H2	409	431	0.00041
ZNF697	zf-C2H2	409	431	0.019
ZNF697	zf-C2H2	437	459	0.016
ZNF697	zf-C2H2	437	459	1.3e-05
ZNF697	zf-C2H2	465	487	0.00019
ZNF697	zf-C2H2	465	487	0.0043
ZNF697	zf-C2H2	493	515	0.037
ZNF697	zf-C2H2	493	515	7.8e-05
ZNF697	zf-C2H2	521	543	0.0016
ZNF697	zf-H2C2	276	299	0.0018
ZNF697	zf-H2C2	304	326	1e-07
ZNF697	zf-H2C2	367	390	8.9e-05
ZNF697	zf-H2C2	395	418	7.4e-08
ZNF697	zf-H2C2	424	447	4.3e-05
ZNF697	zf-H2C2	451	475	6.9e-07
ZNF697	zf-H2C2	480	502	1.1e-08
ZNF697	zf-H2C2	507	531	2.6e-05
ZNF699	KRAB	18	59	1.1e-25
ZNF699	zf-C2H2	196	217	0.00011
ZNF699	zf-C2H2	196	217	0.084
ZNF699	zf-C2H2	223	244	0.077
ZNF699	zf-C2H2	251	273	0.011
ZNF699	zf-C2H2	251	273	0.054
ZNF699	zf-C2H2	279	301	0.0086
ZNF699	zf-C2H2	279	301	0.011
ZNF699	zf-C2H2	279	301	0.026
ZNF699	zf-C2H2	307	329	0.0029
ZNF699	zf-C2H2	307	329	0.0039
ZNF699	zf-C2H2	307	329	0.28
ZNF699	zf-C2H2	335	357	0.0028
ZNF699	zf-C2H2	335	357	1e-06
ZNF699	zf-C2H2	363	385	5.2e-05
ZNF699	zf-C2H2	391	413	0.0011
ZNF699	zf-C2H2	391	413	0.0013
ZNF699	zf-C2H2	419	439	0.13
ZNF699	zf-C2H2	447	469	0.0012
ZNF699	zf-C2H2	447	469	0.0047
ZNF699	zf-C2H2	475	497	0.00032
ZNF699	zf-C2H2	475	497	5.1e-07
ZNF699	zf-C2H2	503	525	0.0028
ZNF699	zf-C2H2	503	525	4.2e-07
ZNF699	zf-C2H2	531	553	0.0024
ZNF699	zf-C2H2	531	553	0.027
ZNF699	zf-C2H2	531	553	1.6e-06
ZNF699	zf-C2H2	559	581	1.3e-05
ZNF699	zf-C2H2	587	609	0.0013
ZNF699	zf-C2H2	587	609	0.0089
ZNF699	zf-C2H2	615	637	0.0015
ZNF699	zf-C2H2	615	637	0.021
ZNF699	zf-H2C2	153	168	0.033
ZNF699	zf-H2C2	209	232	3.1e-08
ZNF699	zf-H2C2	239	261	0.0041
ZNF699	zf-H2C2	266	289	1.6e-05
ZNF699	zf-H2C2	293	317	3.7e-07
ZNF699	zf-H2C2	321	346	2.4e-08
ZNF699	zf-H2C2	352	373	1.3e-08
ZNF699	zf-H2C2	378	401	1.3e-05
ZNF699	zf-H2C2	406	428	1.2e-08
ZNF699	zf-H2C2	433	457	3.1e-05
ZNF699	zf-H2C2	462	485	3.2e-06
ZNF699	zf-H2C2	489	513	1.6e-08
ZNF699	zf-H2C2	517	540	3.3e-09
ZNF699	zf-H2C2	545	570	7.8e-10
ZNF699	zf-H2C2	574	597	4.8e-07
ZNF699	zf-H2C2	602	625	1.5e-09
ZNF69	KRAB	23	64	1.1e-22
ZNF69	zf-C2H2	192	214	0.0042
ZNF69	zf-C2H2	192	214	0.0054
ZNF69	zf-C2H2	248	270	0.00082
ZNF69	zf-C2H2	248	270	0.0079
ZNF69	zf-C2H2	248	270	4.8e-05
ZNF69	zf-C2H2	276	298	0.025
ZNF69	zf-C2H2	276	298	0.046
ZNF69	zf-C2H2	304	326	0.013
ZNF69	zf-C2H2	304	326	0.075
ZNF69	zf-C2H2	332	354	0.0021
ZNF69	zf-C2H2	332	354	0.0036
ZNF69	zf-C2H2	332	354	0.04
ZNF69	zf-C2H2	360	382	0.00017
ZNF69	zf-C2H2	360	382	0.00094
ZNF69	zf-C2H2	388	410	0.00019
ZNF69	zf-C2H2	388	410	0.076
ZNF69	zf-C2H2	416	438	2.3e-05
ZNF69	zf-C2H2	444	468	0.00026
ZNF69	zf-C2H2	478	500	0.00061
ZNF69	zf-C2H2	478	500	0.064
ZNF69	zf-C2H2	506	528	0.00034
ZNF69	zf-C2H2	506	528	0.00069
ZNF69	zf-C2H2	506	528	0.14
ZNF69	zf-C2H2	534	556	0.00053
ZNF69	zf-H2C2	173	202	2.2e-06
ZNF69	zf-H2C2	208	229	0.00018
ZNF69	zf-H2C2	238	258	1.3e-07
ZNF69	zf-H2C2	263	285	8.8e-08
ZNF69	zf-H2C2	291	314	8.1e-08
ZNF69	zf-H2C2	322	340	0.00035
ZNF69	zf-H2C2	347	369	3.3e-06
ZNF69	zf-H2C2	375	399	2.1e-07
ZNF69	zf-H2C2	402	426	6.3e-10
ZNF69	zf-H2C2	430	454	4e-07
ZNF69	zf-H2C2	467	487	2.1e-05
ZNF69	zf-H2C2	492	517	6.8e-08
ZNF69	zf-H2C2	521	543	1.3e-08
ZNF700	KRAB	23	64	3.5e-21
ZNF700	zf-C2H2	222	244	0.052
ZNF700	zf-C2H2	222	244	0.079
ZNF700	zf-C2H2	250	272	0.0025
ZNF700	zf-C2H2	250	272	0.083
ZNF700	zf-C2H2	250	272	5.9e-05
ZNF700	zf-C2H2	278	300	0.056
ZNF700	zf-C2H2	278	300	0.16
ZNF700	zf-C2H2	306	328	0.001
ZNF700	zf-C2H2	306	328	1.2e-05
ZNF700	zf-C2H2	390	412	0.0036
ZNF700	zf-C2H2	390	412	0.042
ZNF700	zf-C2H2	418	440	0.0002
ZNF700	zf-C2H2	446	468	0.026
ZNF700	zf-C2H2	446	468	1.1e-05
ZNF700	zf-C2H2	474	498	0.0021
ZNF700	zf-C2H2	536	558	0.0053
ZNF700	zf-C2H2	564	586	0.0014
ZNF700	zf-C2H2	564	586	0.0032
ZNF700	zf-C2H2	564	586	3.1e-05
ZNF700	zf-C2H2	592	614	0.00092
ZNF700	zf-C2H2	592	614	0.051
ZNF700	zf-C2H2	620	642	0.00035
ZNF700	zf-C2H2	620	642	0.0027
ZNF700	zf-C2H2	620	642	1e-05
ZNF700	zf-C2H2	648	670	0.041
ZNF700	zf-C2H2	676	698	0.029
ZNF700	zf-C2H2	676	698	0.13
ZNF700	zf-C2H2	704	726	0.00046
ZNF700	zf-C2H2	704	726	0.095
ZNF700	zf-C2H2_jaz	362	384	0.00027
ZNF700	zf-C2H2_jaz	508	530	0.00086
ZNF700	zf-H2C2	186	203	2.5e-05
ZNF700	zf-H2C2	210	231	0.00012
ZNF700	zf-H2C2	240	261	1.4e-07
ZNF700	zf-H2C2	265	287	3.2e-08
ZNF700	zf-H2C2	295	316	1.9e-07
ZNF700	zf-H2C2	320	338	6e-05
ZNF700	zf-H2C2	349	371	0.004
ZNF700	zf-H2C2	377	400	2.1e-06
ZNF700	zf-H2C2	405	428	5e-09
ZNF700	zf-H2C2	433	456	1.2e-06
ZNF700	zf-H2C2	460	484	1.4e-07
ZNF700	zf-H2C2	497	517	0.014
ZNF700	zf-H2C2	523	546	8.5e-07
ZNF700	zf-H2C2	550	574	8.8e-10
ZNF700	zf-H2C2	578	602	2.5e-08
ZNF700	zf-H2C2	606	630	2.1e-08
ZNF700	zf-H2C2	634	657	1.9e-08
ZNF700	zf-H2C2	664	687	2e-05
ZNF700	zf-H2C2	691	714	1.1e-05
ZNF700	zf-H2C2	722	742	2.3e-06
ZNF701	KRAB	74	114	2.1e-26
ZNF701	zf-C2H2	336	358	0.035
ZNF701	zf-C2H2	336	358	4e-05
ZNF701	zf-C2H2	364	386	0.0095
ZNF701	zf-C2H2	364	386	0.034
ZNF701	zf-C2H2	364	386	2.9e-07
ZNF701	zf-C2H2	392	414	3.9e-07
ZNF701	zf-C2H2	420	442	0.00045
ZNF701	zf-C2H2	448	470	0.00017
ZNF701	zf-C2H2	448	470	0.15
ZNF701	zf-C2H2	476	498	0.00079
ZNF701	zf-C2H2	504	526	0.0049
ZNF701	zf-C2H2	504	526	2.7e-07
ZNF701	zf-H2C2	296	318	7.5e-05
ZNF701	zf-H2C2	351	374	3.6e-07
ZNF701	zf-H2C2	378	402	5.4e-09
ZNF701	zf-H2C2	406	430	2.1e-09
ZNF701	zf-H2C2	434	458	2.7e-07
ZNF701	zf-H2C2	463	487	4.4e-06
ZNF701	zf-H2C2	494	514	8.3e-07
ZNF702P	Desulfoferrod_N	62	69	2.9
ZNF702P	zf-C2H2	62	84	0.0009
ZNF702P	zf-C2H2	62	84	0.0074
ZNF702P	zf-C2H2	62	84	7.7e-06
ZNF702P	zf-C2H2	90	112	0.058
ZNF702P	zf-C2H2	90	112	2.5e-05
ZNF702P	zf-H2C2	105	128	3.8e-08
ZNF702P	zf-H2C2	27	44	0.00032
ZNF702P	zf-H2C2	49	72	7.5e-07
ZNF702P	zf-H2C2	77	100	1.1e-07
ZNF703	nlz1	311	365	1.3e-20
ZNF703	zf-C2H2	467	484	0.023
ZNF704	zf-C2H2	193	218	0.029
ZNF705A	KRAB	7	47	7.1e-23
ZNF705A	zf-C2H2	172	194	0.027
ZNF705A	zf-C2H2	172	194	0.067
ZNF705A	zf-C2H2	200	222	0.00011
ZNF705A	zf-C2H2	200	222	0.0027
ZNF705A	zf-C2H2	228	250	0.0019
ZNF705A	zf-C2H2	228	250	4.7e-06
ZNF705A	zf-H2C2	162	183	0.0051
ZNF705A	zf-H2C2	187	211	4.5e-08
ZNF705A	zf-H2C2	214	237	1.4e-08
ZNF705A	zf-H2C2	242	266	0.0003
ZNF705A	zf-H2C2	277	294	0.00013
ZNF705B	KRAB	7	47	2.2e-22
ZNF705B	zf-C2H2	172	194	0.015
ZNF705B	zf-C2H2	172	194	0.061
ZNF705B	zf-C2H2	200	222	0.00011
ZNF705B	zf-C2H2	200	222	0.0027
ZNF705B	zf-C2H2	228	250	0.0019
ZNF705B	zf-C2H2	228	250	4.7e-06
ZNF705B	zf-H2C2	187	211	4.6e-08
ZNF705B	zf-H2C2	214	237	1.4e-08
ZNF705B	zf-H2C2	242	266	0.00035
ZNF705D	KRAB	7	47	2.2e-22
ZNF705D	zf-C2H2	172	194	0.015
ZNF705D	zf-C2H2	200	222	0.00011
ZNF705D	zf-C2H2	200	222	0.0027
ZNF705D	zf-C2H2	228	250	0.0019
ZNF705D	zf-C2H2	228	250	4.7e-06
ZNF705D	zf-H2C2	187	211	4.6e-08
ZNF705D	zf-H2C2	214	237	1.4e-08
ZNF705D	zf-H2C2	242	266	0.00035
ZNF705D	zf-H2C2	277	294	0.0016
ZNF705E	KRAB	7	47	7.1e-23
ZNF705E	zf-C2H2	228	250	0.0019
ZNF705E	zf-C2H2	228	250	4.7e-06
ZNF705E	zf-H2C2	162	183	0.0051
ZNF705E	zf-H2C2	193	211	9.1e-06
ZNF705E	zf-H2C2	214	237	1.4e-08
ZNF705E	zf-H2C2	242	266	0.00022
ZNF705E	zf-H2C2	277	294	0.00013
ZNF705F	KRAB	7	47	2.2e-22
ZNF705F	zf-C2H2	172	194	0.015
ZNF705F	zf-C2H2	200	222	0.00011
ZNF705F	zf-C2H2	200	222	0.0027
ZNF705F	zf-C2H2	228	250	0.0019
ZNF705F	zf-C2H2	228	250	4.7e-06
ZNF705F	zf-H2C2	187	211	4.6e-08
ZNF705F	zf-H2C2	214	237	1.4e-08
ZNF705F	zf-H2C2	242	266	0.00035
ZNF705F	zf-H2C2	277	294	0.0016
ZNF705G	KRAB	7	47	2.7e-22
ZNF705G	zf-C2H2	172	194	0.012
ZNF705G	zf-C2H2	172	194	0.054
ZNF705G	zf-C2H2	200	222	0.0026
ZNF705G	zf-C2H2	200	222	0.019
ZNF705G	zf-C2H2	228	250	0.081
ZNF705G	zf-H2C2	162	183	0.0049
ZNF705G	zf-H2C2	186	211	1.1e-07
ZNF705G	zf-H2C2	214	237	3.7e-06
ZNF705G	zf-H2C2	242	266	0.00053
ZNF705G	zf-H2C2	277	294	0.00013
ZNF706	4F5	1	37	2.3e-10
ZNF706	zf-met	39	61	2.8e-05
ZNF707	KRAB	7	48	6.7e-23
ZNF707	zf-C2H2	204	226	0.00013
ZNF707	zf-C2H2	204	226	0.0058
ZNF707	zf-C2H2	232	254	0.055
ZNF707	zf-C2H2	260	282	0.0087
ZNF707	zf-C2H2	260	282	4.3e-07
ZNF707	zf-C2H2	288	310	0.0047
ZNF707	zf-C2H2	288	310	4.3e-06
ZNF707	zf-C2H2	316	338	0.019
ZNF707	zf-C2H2	344	366	0.00064
ZNF707	zf-H2C2	191	213	6.8e-05
ZNF707	zf-H2C2	218	241	5.3e-08
ZNF707	zf-H2C2	247	271	0.00022
ZNF707	zf-H2C2	274	298	8.1e-07
ZNF707	zf-H2C2	302	325	2.1e-07
ZNF707	zf-H2C2	332	355	0.13
ZNF708	zf-C2H2	104	126	0.00057
ZNF708	zf-C2H2	104	126	0.042
ZNF708	zf-C2H2	132	154	0.018
ZNF708	zf-C2H2	132	154	0.032
ZNF708	zf-C2H2	132	154	9.4e-06
ZNF708	zf-C2H2	160	182	0.01
ZNF708	zf-C2H2	160	182	1.6e-05
ZNF708	zf-C2H2	188	210	0.003
ZNF708	zf-C2H2	188	210	0.012
ZNF708	zf-C2H2	188	210	1.9e-06
ZNF708	zf-C2H2	216	238	0.0041
ZNF708	zf-C2H2	216	238	1.8e-06
ZNF708	zf-C2H2	244	266	0.11
ZNF708	zf-C2H2	244	266	3.7e-05
ZNF708	zf-C2H2	272	294	0.00046
ZNF708	zf-C2H2	300	322	0.02
ZNF708	zf-C2H2	300	322	1.7e-05
ZNF708	zf-C2H2	328	350	0.00043
ZNF708	zf-C2H2	328	350	0.1
ZNF708	zf-C2H2	356	378	0.17
ZNF708	zf-C2H2	384	406	0.0074
ZNF708	zf-C2H2	384	406	0.13
ZNF708	zf-C2H2	384	406	3.7e-05
ZNF708	zf-C2H2	412	434	0.00024
ZNF708	zf-C2H2	412	434	0.14
ZNF708	zf-C2H2	440	462	0.015
ZNF708	zf-C2H2	440	462	0.023
ZNF708	zf-C2H2	440	462	1.7e-05
ZNF708	zf-C2H2	468	490	6.2e-06
ZNF708	zf-H2C2	119	143	1.4e-08
ZNF708	zf-H2C2	146	170	1.5e-08
ZNF708	zf-H2C2	175	198	8.8e-08
ZNF708	zf-H2C2	202	227	1.4e-09
ZNF708	zf-H2C2	230	254	7.5e-08
ZNF708	zf-H2C2	258	282	2.8e-08
ZNF708	zf-H2C2	287	310	3.9e-07
ZNF708	zf-H2C2	314	338	4e-07
ZNF708	zf-H2C2	343	366	3.2e-07
ZNF708	zf-H2C2	371	394	7.6e-06
ZNF708	zf-H2C2	398	421	1.2e-07
ZNF708	zf-H2C2	426	450	6.9e-08
ZNF708	zf-H2C2	455	478	1.1e-08
ZNF708	zf-H2C2	482	499	0.00064
ZNF708	zf-H2C2	92	113	4.4e-06
ZNF709	KRAB	3	44	2.1e-22
ZNF709	zf-C2H2	102	124	0.0015
ZNF709	zf-C2H2	102	124	0.23
ZNF709	zf-C2H2	140	162	0.00033
ZNF709	zf-C2H2	140	162	0.015
ZNF709	zf-C2H2	168	190	0.0014
ZNF709	zf-C2H2	168	190	0.12
ZNF709	zf-C2H2	196	218	0.0027
ZNF709	zf-C2H2	196	218	0.031
ZNF709	zf-C2H2	196	218	0.074
ZNF709	zf-C2H2	224	246	0.0019
ZNF709	zf-C2H2	224	246	1.9e-05
ZNF709	zf-C2H2	252	274	0.006
ZNF709	zf-C2H2	252	274	0.011
ZNF709	zf-C2H2	252	274	0.012
ZNF709	zf-C2H2	280	302	0.033
ZNF709	zf-C2H2	308	330	0.018
ZNF709	zf-C2H2	308	330	5.2e-05
ZNF709	zf-C2H2	336	358	0.00062
ZNF709	zf-C2H2	364	386	0.0074
ZNF709	zf-C2H2	364	386	0.0081
ZNF709	zf-C2H2	392	414	0.0058
